DuplicateQuesId,DuplicateQuesTitle,DuplicateQuesBody,DuplicateQuesTags
373560,"['hard', 'disk', 'make', 'short', 'low', 'high', 'pitch', 'nois', 'semi', 'regularli']","['m', 'try', 'figur', 's', 'wrong', 'brand', 'new', 'seagat', 'st', 'dm', 'yn', 'hard', 'drive', 'irregularli', 'seemingli', 'minut', 'minut', 'time', 've', 'time', 'make', 'short', 'second', 'top', 'fairli', 'high', 'pitch', 'sound', 's', 'definit', 'normal', 'work', 'nois', 't', 'correl', 'disk', 'activ', 'odd', 'thing', 'drive', 'usb', 'sata', 'adapt', 'dongl', 'thing', 'plug', 'cradl', 'sit', 'case', 'paper', 'magazin', 'insul', 'unusu', 'nois', 'copi', 'tb', 'data', 'intern', 'drive', 'show', 'sign', 'start', 'fail', 'includ', 'report', 'uncorrect', 'read', 'error', 'routin', 'file', 'scan', 'chang', 'remov', 'old', 'intern', 'drive', 'replac', 'new', 'fit', 'sata', 'data', 'power', 'cabl', 'gsmartcontrol', 'present', 'smartctl', 'data', 'm', 'run', 'debian', 'inspect', 'drive', 's', 'smart', 'data', 'pai', 'particular', 'attent', 'start', 'stop', 'count', 'shown', 'norm', 'ed', 'valu', 'worst', 'threshold', 'raw', 'valu', 'seek', 'error', 'rate', 'spin', 'retri', 'count', 'intermitt', 'spin', 'seek', 'error', 'hypothesi', 'data', 't', 'support', 'valu', 'chang', 'pre', 'failur', 'old', 'ag', 'sai', 'fail', 'imo', 'expect', 'drive', 'servic', 'dai', 'seek', 'error', 'rate', 'raw', 'valu', 'high', 's', 'grow', 'rapidli', 't', 'major', 'caus', 'concern', 'tool', 'ran', 'convey', 'short', 'self', 'test', 'complet', 'error', 'lifetim', 'hour', 'valu', 'test', 'log', 'm', 'current', 'run', 'extend', 'drive', 'self', 'test', 'includ', 'disk', 'surfac', 'scan', 'frankli', 't', 'think', 'turn', 'thing', 'certainli', '_is_', 'interest', 'littl', 'minut', 'extend', 'self', 'test', 'run', 'haven', 't', 'heard', 'nois', 'point', 'new', 'drive', 'culprit', 'haven', 't', 'differ', 'time', 'hdparm', 'disabl', 'power', 'save', 'root', 'run', 'hdparm', 's', 'dev', 'sda', 'dev', 'sda', 'drive', 'question', 'appar', 'effect', 'idea', 'appreci', 'edit', 'follow', 'suggest', 'totaam', 'turn', 'complet', 'includ', 'master', 'switch', 'psu', 'restart', 'gradual', 'ad', 'complex', 'fine', 'far', 'tell', 'runlevel', 'runlevel', 'debian', 'multius', 'x', 'basic', 'kitchen', 'sink', 'got', 'thrown', 'point', 'drive', 'start', 'exhibit', 'behavior', 'look', 'start', 'enter', 'runlevel', 'look', 'possibl', 'culprit', 'acpid', 'clear', 'candid', 'disabl', 't', 'help', 'run', 'hdparm', 'manual', 'close', 'look', 'bio', 'set', 'meantim', 'list', 'start', 'enter', 'runlevel', 'order', 'possibl', 'culprit', 'seek', 'error', 'rate', 'climb', 'raw', 'valu', 'statd', 'rsyslogd', 'binfmt', 'support', 'acpid', 'remov', 'virtualbox', 'os', 'host', 'kernel', 'modul', 'timid', 'dbu', 'hald', 'anacron', 'atd', 'gdm', 'avahi', 'daemon', 'cron', 'cupsd', 'kerneloop', 'cpufreq', 'ntpd', 'postfix', 'sshd']","['hard', 'drive', 'hardware', 'failure']"
48389,"['determin', 'domain', 'group', 'membership', 'xp', 'profession']","['like', 'simpl', 'question', 'googl', 'skill', 'fail', 'log', 'domain', 'domain', 'user', 'admin', 'right', 'determin', 'group', 'user', 'account', 'belong']","['windows', 'user', 'accounts', 'windows', 'domain']"
86999,"['t', 'folder', 'file', 'window']","['version', 'window', 'unabl', 'renam', 'file', 'folder', 'parti', 'file', 'renam', 'softwar', 'try', 'window', 'result', 'error', 'specifi', 'devic', 'invalid', 'try', 'save', 'file', 'txt', 'notepad', 'lead', 'similar', 'error', 'file', 'reserv', 'us', 'window', 'choos', 'try', 't', 'file', 'folder', 'window']","['windows', 'windows', 'explorer', 'rename', 'filenames']"
98562,"['wai', 'avoid', 'ssh', 'connect', 'timeout', 'freez', 'gnome', 'termin']","['connect', 'ssh', 'certain', 'server', 'timeout', 'freez', 'termin', 't', 'accept', 'input', 't', 'disconnect', 't', 'ctrl', 'c', 'kill', 'ssh', 'process', 'ubuntu', 's', 'gnome', 'termin', 'paus', 'termin', 'input', 'output', 't', 'affect', 'oper', 'gnome', 'termin', 'softwar', 'bug', 'gnome', 'termin', 'annoi', 'inconsist', 'ssh', 'wai', 'prevent', 'regain', 'termin', 'ssh', 'connect', 'time']","['ssh', 'terminal', 'timeout', 'gnome', 'terminal']"
81541,"['run', 'ssd', 'drive', 'raid']","['want', 'replac', 'oper', 'sytem', 'hard', 'drive', 'ssd', 'drive', 'possibl', 'curiou', 'raid', 'setup', 'improv', 'speed', 'exactli', 'need', 'run', 'ssd', 'drive', 'raid', 'setup']","['hard', 'drive', 'ssd', 'raid']"
105699,"['possibl', 'ubuntu', 'function', 'window']","['ubuntu', 'right', 'click', 'window', 'option', 'incred', 'us', 'want', 'window', 'desktop', 'e', 'g', 'internet', 'browser', 'want', 'inform', 'smaller', 'window', 'e', 'g', 'video', 'film', 'window', 'snap', 'edg', 'featur', 'us', 'us', 'lot', 'want', 'annoi', 'program', 'window', 'media', 'player', 'task', 'manag', 'exampl', 'option', 'doesnt', 'softwar', 'fix', 'exampl', 'featur', 'ubuntu', 'enter', 'imag', 'descript', 'http', 'stack', 'imgur', 'com', 'telh', 'jpg']","['windows', 'windows', 'window', 'manager', 'always', 'on', 'top']"
75903,"['access', 'switch', 'trai', 'icon', 'shortcut', 'window']","['access', 'switch', 'trai', 'icon', 'defin', 'shortcut', 'window', 'run', 'program', 'reach', 'alt', 'tab', 'taskbar', 'trai', 'reach', 'applic', 'mous', 'heard', 'tricki', 'kei', 'combin', 'like', 'ctrl', 'esc', 'esc', 'tab', 'tab', 'tab', 'applic', 'arrow', 'kei', 's', 'ridicul', 'us', 'long', 'kei', 'combin', 'simpl', 'task', 'util', 'manag', 'switch', 'like', 'taskswitchxp', 'alt', 'tab', 'mayb', 'taskswitchxp', 'possibl', 'access', 'applic', 'trai']","['windows', 'switch', 'notification', 'area']"
114003,"['clone', 'larger', 'drive', 'smaller', 'drive', 'space', 'fit', 'smaller']","['gb', 'drive', 'gb', 'got', 'gb', 'ssd', 'gb', 'avail', 'space', 'want', 'clone', 'drive', 'ssd', 'driveimag', 'xml', 'let', 'copi', 'larger', 'drive', 'smaller']","['hard', 'drive', 'clone']"
120173,"['resolv', 'conf', 'work', 'properli', 'ethernet', 'ubuntu']","['lenovo', 'x', 'laptop', 'run', 'ubuntu', 'recent', 'assum', 'updat', 't', 'know', 'ethernet', 'port', 'stop', 'work', 'linux', 'tech', 'linux', 'savvi', 'friend', 'abl', 'temporarili', 'fix', 'problem', 'manual', 'edit', 'resolv', 'conf', 'file', 'dn', 'server', 'connect', 'reboot', 'problem', 'came', 'look', 'perman', 'solut']","['linux', 'ubuntu', 'dns', 'ethernet']"
182331,"['block', 'exampl', 'com', 'os', 'window', 'level']","['privaci', 'perform', 'reason', 'd', 'like', 'prevent', 'commun', 'certain', 'internet', 'host', 'd', 'like', 'os', 'level', 'web', 'browser', 'plug', 'in', 'broad', 'home', 'router', 'laptop', 'travel', 'd', 'prefer', 'us', 'built', 'tool', 'm', 'run', 'window', 'profession', 'bit', 'm', 'familiar', 'window', 'host', 'file', 'limit', 'confus', 'host', 'support', 'wildcard', 'test', 'confirm', 'experi', 'window', 'firewal', 'ip', 'secur', 'polici', 'mmc', 'snap', 'far', 'tell', 'requir', 'numer', 'address', 't', 'want', 'block', 'specif', 'ip', 'address', 'rang', 'address', 'ip', 'address', 'hostnam', 'map', 'chang', 'tool', 'window', 'profession', 'block', 'rout', 'commun', 'internet', 'host', 'hostnam', 'mask', 'good', 'free', 'parti', 'tool']","['windows', 'website', 'blocking']"
231358,"['allow', 'ip', 'rang', 'window', 'firewal']","['instal', 'window', 'main', 'machin', 'window', 'firewal', 'caus', 'havoc', 'home', 'network', 't', 'connect', 'main', 'machin', 'run', 'window', 'firewal', 'machin', 'network', 've', 'zone', 'alarm', 'past', 'easi', 'configur', 'ip', 'rang', 't', 'window', 'firewal', 'config', 'advic', 'thank']","['windows', 'firewall']"
244959,"['run', 'administr', 'shortcut', 'password', 'prompt']","['instal', 'program', 'window', 'need', 'admin', 'right', 'run', 'properli', 'run', 'window', 'xp', 'runa', 'command', 'savecr', 'switch', 'creat', 'shortcut', 'open', 'applic', 'run', 'administr', 'prompt', 'password', 'tri', 'option', 'internet', 'properti', 'dialogu', 'shortcut', 'mess', 'schedul', 'task', 'option', 'avail', 'run', 'window', 'home', 'premium', 'bit', 'program', 'instal', 'administr', 'icon', 'overlai', 'seam', 'run', 'admin', 'prompt', 'credenti', 'achiev', 'manual']","['windows', 'administrator', 'uac']"
60810,"['window', 'stuck', 'classpnp', 'sy']","['m', 'run', 'win', 'x', 'lenovo', 'thinkpad', 'z', 'm', 'dual', 'boot', 'mode', 'win', 'xp', 'os', 'run', 'separ', 'partit', 'faulti', 'batteri', 'left', 'unplug', 'laptop', 'shut', 'usual', 'minut', 'night', 'shut', 'plug', 'ac', 'power', 'start', 'm', 'stuck', 'start', 'window', 'screen', 'm', 'unabl', 'boot', 'safe', 'mode', 'recoveri', 'mode', 'xp', 'boot', 'fine', 'believ', 'instal', 'win', 'updat', 'previou', 'dai', 'boot', 'option', 'abl', 'window', 'get', 'stuck', 'classpnp', 'sy', 'fix', 'complet', 'win', 'restor', 'cd', 'creat', 'set', 'machin', 'm', 'unabl', 'boot', 'help']",['windows']
277805,"['set', 'desktop', 'background', 'window', 'script']","['x', 'window', 'cool', 'silent', 'alarm', 'remind', 'script', 'chang', 'root', 'window', 'background', 'color', 'solid', 'red', 'second', 'moment', 'chang', 'wai', 'window', 'xp', 'm', 'think', 'kind', 'schedul', 'task', 'us', 'cscript', 'set', 'registri', 'kei', 'hkey_current_us', 'control', 'panel', 'desktop', 'attempt', 't', 'effect', 'signal', 'read', 'registri', 'entri', 'draw', 'desktop']","['windows', 'windows', 'xp', 'script', 'desktop', 'customization']"
215544,"['linux', 'set', 'media', 'server', 'stream', 'video', 'internet']","['set', 'media', 'server', 'linux', 'stream', 'video', 'internet', 'easi', 'want', 'server', 'actual', 'encod', 'video', 'real', 'time', 'allow', 'stream', 'slow', 'unreli', 'network', 'basic', 'want', 'server', 'work', 'internet', 'directori', 'bunch', 'video', 'file', 'want', 'access', 'remot', 'situat', 'great', 'us', 'softwar', 'ps', 'media', 'server', 'd', 'like', 'equal', 'us', 'stream', 'video', 'internet']","['linux', 'internet', 'streaming', 'vlc', 'media', 'player', 'video', 'streaming']"
286685,"['creat', 'window', 'xp', 'user', 'linux', 'partit']","['long', 'stori', 'short', 'repair', 'brother', 's', 'set', 'password', 'account', 't', 't', 'contact', 'person', 'set', 'password', 'possibl', 'creat', 'window', 'xp', 'user', 'access', 'window', 'partit', 'linux', 'partit', 'pendriv', 'exampl', 'tinycor', 'thank', 'pointer']","['linux', 'windows', 'xp', 'user']"
520648,"['open', 'javascript', 'text']","['run', 'week', 'url', 'javascript', 'file', 'address', 'bar', 'javascript', 'text', 'browser', 'window', 'want', 'download', 'javascript', 'file', 'revert', 'previou', 'handl', 'annoi', 'm', 'develop', 'web', 'applic', 'displai', 'js', 'file', 'text', 'browser', 'refresh', 'forc', 'cach', 'updat', 'updat', 've', 'test', 'worker', 'machin', 'brows', 'js', 'file', 'render', 'browser', 'case', 'ask', 'download', 'file', 'associ', 't', 'effect', 'worker', 'test', 'chrome', 'want', 'download', 'chrome', 'render', 'text', 'make', 'think', 's', 'issu', 'os', 'issu']","['internet', 'explorer', 'javascript']"
579400,"['forc', 'output', 'hdmi', 'geforc', 'window']","['s', 'geforc', 'connect', 'hdmi', 'tv', 'connect', 'optic', 'soundbar', 'surround', 'forc', 'ps', 'output', 'pass', 'soundbar', 'successfulli', 'window', 'machin', 'believ', 'driver', 'commun', 'tv', 'report', 'channel', 'capabl', 'possibl', 'intern', 'speaker', 's', 'send', 't', 'wai', 'tv', 'report', 'capabl', 'instead', 'd', 'like', 'forc', 'video', 'card', 'like', 'wai', 'previou', 'version', 'window', 'instal', 'special', 'driver', 't', 'window', 's', 'screen', 'hope', 'pic', 'op', 'http', 'imgur', 'com', 'ky', 'o', 'lj', 'png']","['windows', 'hdmi']"
594329,"['averag', 'lowest', 'final', 'number', 'row', 'cell', 'blank']","['automat', 'averag', 'lowest', 'number', 'row', 'add', 'number', 'week', 'obvious', 'need', 'number', 'begin', 'formula', 'cell', 'row', 'blank']","['worksheet', 'function']"
612349,"['print', 'custom', 'paper', 'standsard', 'size', 'word']","['word', 'document', 'creat', 'x', 'custom', 'paper', 'dont', 'size', 'paper', 'normal', 'x', 'setup', 'word', 'print', 'document', 'current', 'size', 'normal', 'paper']","['microsoft', 'word']"
299241,"['mac', 'os', 'keyboard', 'shortcut', 'switch', 'window', 'applic']","['us', 'cmd', 'tab', 'shortcut', 'switch', 'differ', 'applic', 'exampl', 'xcode', 'googl', 'chrome', 'shortcut', 'switch', 'differ', 'window', 'applic', 'exampl', 'window', 'googl', 'chrome']","['macos', 'keyboard', 'keyboard', 'shortcuts']"
612851,"['sudo', 'k', 'vs', 'sudo', 'k']","['know', 'man', 'page', 'k', 'k', 'k', 'k', 'sure', 'kill', 'option', 'like', 'k', 'remov', 'user', 's', 'cach', 'credenti', 'entir', 'conjunct', 'command', 'option', 'option', 'requir', 'password', 'secur', 'polici', 'support', 'credenti', 'cach', 'k', 'command', 'k', 'kill', 'option', 'sudo', 'invalid', 'user', 's', 'cach', 'credenti', 'time', 'sudo', 'run', 'password', 'requir', 'option', 'requir', 'password', 'ad', 'allow', 'user', 'revok', 'sudo', 'permiss', 'logout', 'file', 'secur', 'polici', 'support', 'credenti', 'cach', 'conjunct', 'command', 'option', 'requir', 'password', 'k', 'option', 'caus', 'sudo', 'ignor', 'user', 's', 'cach', 'credenti', 'result', 'sudo', 'prompt', 'password', 'requir', 'secur', 'polici', 'updat', 'user', 's', 'cach', 'credenti', 'need', 'us', 'command', 'conjunct', 'option', 'correct', 'assum', 'k', 'better', 'option', 'us', 'k']","['linux', 'unix', 'sudo']"
94263,"['prefix', 'taskbar', 'icon', 'number']","['new', 'win', 'shortcut', 'good', 'us', 'app', 'taskbar', 'possibl', 'window', 'prefix', 'icon', 'number']",['windows']
612930,"['clean', 'log', 'bash']","['script', 'delet', 'file', 'dai', 'older', 'log', 'folder', 'log', 'delet', 'correctli', 'open', 'log', 'file', 'view', 'sloppi', 'log', 'home', 'delet', 'date', 'home', 'oldlogfil', 'type', 'f', 'mtime', 'delet', 'print', 'log', 'log', 'file', 'difficult', 'read', 'exampl', 'file', 'output', 'open', 'notepad', 'home', 'u', 'oldlogfil', 'file', 'txt', 'home', 'u', 'oldlogfil', 'file', 'txt', 'home', 'u', 'oldlogfil', 'file', 'txt', 'log', 'file', 'nicer', 'cleaner', 'mayb', 'filenam', 'date', 'delet', 'old', 'suggest', 'help']","['bash', 'logging']"
94263,"['prefix', 'taskbar', 'icon', 'number']","['new', 'win', 'shortcut', 'good', 'us', 'app', 'taskbar', 'possibl', 'window', 'prefix', 'icon', 'number']",['windows']
334241,"['switch', 'user', 'agent', 'chrome']","['look', 'wai', 'switch', 'user', 'agent', 'chrome', 'tri', 'user', 'agent', 'switcher', 'chrome', 'limit', 'success', 'want', 'user', 'agent', 'abil', 'add', 'new', 'agent', 'differ', 'oper', 'system', 'wai', 'chang', 'chrome', 's', 'user', 'agent']","['google', 'chrome', 'google', 'chrome', 'extensions', 'user', 'agent']"
586517,"['disabl', 'internet', 'access', 'leav', 'lan', 'work']","['m', 'look', 'command', 'command', 'line', 'program', 'toggl', 'disabl', 'enabl', 'internet', 'access', 'outsid', 'world', 'window', 'xp', 'machin', 'temporarili', 'block', 'internet', 'access', 'leav', 'lan', 'work', 'look', 'wai', 'chang', 'dn', 'browser', 'like', 'chrome', 'cach', 'machin', 'configur', 'dhcp']","['windows', 'xp', 'networking', 'command', 'line']"
507194,"['list', 'softwar', 'start', 'automat', 'window', 'start']","['know', 'window', 'multipl', 'wai', 'app', 'autostart', 'rememb', 'wai', 'singl', 'unifi', 'wai', 'bring', 'list', 'program', 'set', 'run', 'startup', 'let', 'disabl', 't', 'want', 'd', 'prefer', 'built', 'window', 'window', 'starter', 'free', 'open', 'sourc', 'sharewar', 'tool', 'accept', 'time', 'softwar', 'want', 'prevent', 'autostart', 'msn', 'messeng', 'y', 'messeng', 'vodaphon', 'mobil', 'broadband', 'start', 'dongl', 'insert', 'window', 's', 'startup', 'folder']","['windows', 'boot']"
491354,"['disabl', 'popup', 'messag', 'window']","['window', 'keep', 'pop', 'irrit', 'messag', 'odd', 'time', 'screen', 'win', 'popup', 'http', 'stack', 'imgur', 'com', 'wanzd', 'png', 'like', 'sort', 'new', 'balloon', 'tip', 'rid', 'perman']","['windows', 'notifications', 'popups']"
458875,"['loopback', 'address', 'work', 'os', 'x']","['accord', 'read', 'entir', 'x', 'x', 'x', 'subnet', 'loopback', 'mac', 'ping', 'know', 've', 'possibl', 'os', 'come', 'us', 'develop', 'multipl', 'ssl', 'site', 'local', 'tunnel', 'remot', 'servic', 'access', 'local', 'ip', 'exampl', 'ssh', 'mysql', 'server', 'port', 'forward', 'standard', 'port', 'port', 'local', 'machin', 'local', 'server', 'ran']","['macos', 'networking', 'routing', 'osx', 'mountain', 'lion', 'loopback']"
88679,"['quick', 'wai', 'check', 'broadband', 'speed']","['simplest', 'wai', 'check', 'actual', 'broadband', 'connect', 'speed']",['broadband']
150982,"['ghost', 'ui', 'element']","['occasion', 'applic', 'linger', 'desktop', 'alt', 'text', 'http', 'stack', 'imgur', 'com', 'xpr', 'w', 'jpg', 'context', 'menu', 'applic', 'mean', 'screen', 'click', 'click', 'happen', 'window', 'remain', 'screen', 'applic', 'origin', 'longer', 'run', 'rid', '_without', 'rebooting_']","['windows', 'vista', 'window', 'manager']"
229433,"['tell', 'what', 'eat', 'harddriv', 'space']","['possibl', 'duplic', 'best', 'free', 'tool', 'largest', 'file', 'folder', 'drive', 'best', 'program', 'visual', 'file', 'usag', 'window', 'know', 'free', 'softwar', 'graph', 'directori', 'hard', 'drive', 'sort', 'order', 'largest', 'size', 'provid', 'solut', 'quickli', 'determin', 'drive', 'file', 'consum', 'hard', 'drive', 'space']","['hard', 'drive', 'disk', 'space']"
163016,"['log', 'process', 'workdai']","['basic', 'want', 'track', 'process', 'run', 'cpu', 'dai', 'pinpoint', 'random', 'freez', 'slow', 'like', 'text', 'file', 'log', 'previou', 'dai', 'process', 'effect']","['windows', 'performance', 'logging']"
